sub_num,version,datetime,exp_onset,list,practice,target,study_order,study_onset
26,pilot1,2015-02-26-1148m01s,262689.809248667,0,C,whip,1,262741.643801371
26,pilot1,2015-02-26-1148m01s,262689.809248667,0,C,necklace,2,262745.660266956
26,pilot1,2015-02-26-1148m01s,262689.809248667,0,C,snow,3,262749.676679415
26,pilot1,2015-02-26-1148m01s,262689.809248667,0,C,hair,4,262753.693130511
26,pilot1,2015-02-26-1148m01s,262689.809248667,0,C,ski,5,262757.709577682
26,pilot1,2015-02-26-1148m01s,262689.809248667,0,C,judge,6,262761.726023043
26,pilot1,2015-02-26-1148m01s,262689.809248667,0,C,hammer,7,262765.742470215
26,pilot1,2015-02-26-1148m01s,262689.809248667,0,C,lieutenant,8,262769.758918896
26,pilot1,2015-02-26-1148m01s,262689.809248667,0,C,leaf,9,262773.775368785
26,pilot1,2015-02-26-1148m01s,262689.809248667,0,C,mustard,10,262777.79181173
26,pilot1,2015-02-26-1148m01s,262689.809248667,0,C,earth,11,262781.80827641
26,pilot1,2015-02-26-1148m01s,262689.809248667,0,C,golf,12,262785.824685548
26,pilot1,2015-02-26-1148m01s,262689.809248667,0,C,page,13,262789.841172866
26,pilot1,2015-02-26-1148m01s,262689.809248667,0,C,steak,14,262793.857655656
26,pilot1,2015-02-26-1148m01s,262689.809248667,0,C,photograph,15,262797.874072341
26,pilot1,2015-02-26-1148m01s,262689.809248667,1,T,bishop,16,262968.548557612
26,pilot1,2015-02-26-1148m01s,262689.809248667,1,T,janitor,17,262972.565019877
26,pilot1,2015-02-26-1148m01s,262689.809248667,1,T,turtle,18,262976.581483952
26,pilot1,2015-02-26-1148m01s,262689.809248667,1,T,elephant,19,262980.59793867
26,pilot1,2015-02-26-1148m01s,262689.809248667,1,T,heel,20,262984.614411197
26,pilot1,2015-02-26-1148m01s,262689.809248667,1,T,wire,21,262988.630871952
26,pilot1,2015-02-26-1148m01s,262689.809248667,1,T,cream,22,262992.647326972
26,pilot1,2015-02-26-1148m01s,262689.809248667,1,T,bean,23,262996.663785916
26,pilot1,2015-02-26-1148m01s,262689.809248667,1,T,palace,24,263000.680258745
26,pilot1,2015-02-26-1148m01s,262689.809248667,1,T,star,25,263004.696722821
26,pilot1,2015-02-26-1148m01s,262689.809248667,1,T,thumb,26,263008.713184783
26,pilot1,2015-02-26-1148m01s,262689.809248667,1,T,frog,27,263012.729637388
26,pilot1,2015-02-26-1148m01s,262689.809248667,1,T,squirrel,28,263016.746109614
26,pilot1,2015-02-26-1148m01s,262689.809248667,1,T,morgue,29,263020.762572783
26,pilot1,2015-02-26-1148m01s,262689.809248667,1,T,key,30,263024.779038066
26,pilot1,2015-02-26-1148m01s,262689.809248667,2,S,dust,31,263272.466497128
26,pilot1,2015-02-26-1148m01s,262689.809248667,2,S,throne,32,263276.482960901
26,pilot1,2015-02-26-1148m01s,262689.809248667,2,S,station,33,263280.499398112
26,pilot1,2015-02-26-1148m01s,262689.809248667,2,S,sponge,34,263284.515891165
26,pilot1,2015-02-26-1148m01s,262689.809248667,2,S,officer,35,263288.53236007
26,pilot1,2015-02-26-1148m01s,262689.809248667,2,S,copper,36,263292.548822033
26,pilot1,2015-02-26-1148m01s,262689.809248667,2,S,medicine,37,263296.565281278
26,pilot1,2015-02-26-1148m01s,262689.809248667,2,S,duck,38,263300.581777652
26,pilot1,2015-02-26-1148m01s,262689.809248667,2,S,flag,39,263304.598216674
26,pilot1,2015-02-26-1148m01s,262689.809248667,2,S,hill,40,263308.614681051
26,pilot1,2015-02-26-1148m01s,262689.809248667,2,S,butcher,41,263312.631142108
26,pilot1,2015-02-26-1148m01s,262689.809248667,2,S,port,42,263316.647607692
26,pilot1,2015-02-26-1148m01s,262689.809248667,2,S,racket,43,263320.664063014
26,pilot1,2015-02-26-1148m01s,262689.809248667,2,S,seat,44,263324.680532221
26,pilot1,2015-02-26-1148m01s,262689.809248667,2,S,nail,45,263328.697023161
26,pilot1,2015-02-26-1148m01s,262689.809248667,3,T,whale,46,263541.369559089
26,pilot1,2015-02-26-1148m01s,262689.809248667,3,T,button,47,263545.38605516
26,pilot1,2015-02-26-1148m01s,262689.809248667,3,T,fort,48,263549.402523461
26,pilot1,2015-02-26-1148m01s,262689.809248667,3,T,pumpkin,49,263553.418981801
26,pilot1,2015-02-26-1148m01s,262689.809248667,3,T,island,50,263557.435449197
26,pilot1,2015-02-26-1148m01s,262689.809248667,3,T,thread,51,263561.45191448
26,pilot1,2015-02-26-1148m01s,262689.809248667,3,T,telephone,52,263565.468364972
26,pilot1,2015-02-26-1148m01s,262689.809248667,3,T,hood,53,263569.484840216
