subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress,round
66,immediate,1,giant,brick,T,NaN,184943.979033595,brick,184949.130138407,184949.89814843,1
66,immediate,1,moon,witch,T,1,184950.46167896,witch,184952.898020447,184956.71378775,1
66,immediate,1,hose,chin,T,NaN,184957.061231198,smile,184964.137411449,184964.921364211,1
66,immediate,1,garden,cellar,T,1,184965.160699371,cellar,184967.905260286,184968.889214919,1
66,immediate,2,gravy,tower,T,1,185140.700124875,tower,185142.305116726,185143.065073429,1
66,immediate,2,bullet,mirror,T,NaN,185143.466286076,mirror,185144.648975118,185145.424909876,1
66,immediate,2,rock,path,T,NaN,185145.699463826,pathway,185150.016742033,185151.256679683,1
66,immediate,2,storm,foot,T,1,185151.682432924,wave,185155.400485493,185156.296416242,1
66,immediate,3,muscle,axe,T,1,185378.368743697,axe,185381.325887231,185381.9578728,1
66,immediate,3,bridge,cow,T,NaN,185382.251518374,cow,185384.66976464,185384.957718858,1
66,immediate,3,lobster,snake,T,NaN,185385.201306461,snake,185387.685589959,185388.165560643,1
66,immediate,3,jacket,goat,T,1,185388.417769043,sock,185393.861315655,185394.197252332,1
66,immediate,4,hospital,sun,T,1,185875.437944302,tea,185878.790630861,185880.990489958,1
66,immediate,4,laundry,tea,T,NaN,185881.320588882,room,185882.718418712,185883.382399932,1
66,immediate,4,window,nail,T,1,185883.737104348,nail,185885.206343711,185886.670307062,1
66,immediate,4,stick,costume,T,NaN,185886.903574159,costume,185892.221979771,185893.317935633,1
66,immediate,5,telephone,park,T,NaN,186113.423177868,park,186115.76353059,186116.331452716,1
66,immediate,5,stain,shoe,T,1,186116.772634345,shoe,186117.923451796,186119.139364108,1
66,immediate,5,light,leaf,T,1,186119.522454367,leaf,186122.203224709,186122.859198187,1
66,immediate,5,liquor,collar,T,NaN,186123.172226668,collar,186124.635114834,186125.87503709,1
66,immediate,6,neck,market,T,NaN,186294.128642445,lace,186297.139033282,186297.85097402,1
66,immediate,6,coffee,globe,T,1,186298.128087949,tea,186303.154731522,186303.458711789,1
66,immediate,6,elbow,potato,T,NaN,186303.761063582,potato,186305.698605671,186306.76257041,1
66,immediate,6,picture,butter,T,1,186307.46083469,taken,186312.722306824,186313.986221215,1
66,immediate,7,alley,gallery,T,NaN,186848.411120827,gallery,186857.088794202,186858.536711281,1
66,immediate,7,paint,date,T,1,186859.01010891,brush,186863.232517909,186863.840440107,1
66,immediate,7,net,powder,T,1,186864.326455612,giant,186868.416264931,186869.80819845,1
66,immediate,7,shore,ball,T,NaN,186870.092764719,,NaN,NaN,1
66,immediate,8,nurse,ambulance,T,NaN,187069.43077087,ambulance,187071.07082938,187074.286620651,1
66,immediate,8,string,strawberry,T,1,187074.630131615,strawberry,187076.614539323,187078.598404006,1
66,immediate,8,sugar,tank,T,NaN,187079.013194406,tank,187080.870315272,187081.646313719,1
66,immediate,8,maiden,soup,T,1,187081.996342802,soup,187083.574202388,187084.254155323,1
66,immediate,9,pillow,dress,T,NaN,187307.549407939,bed,187309.811633487,187310.131565849,1
66,immediate,9,port,rocket,T,1,187310.31558061,ear,187313.147400525,187313.723407062,1
