subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress,round
24,delay,1,football,church,S,NA,113534.329107704,NA,NA,NA,1
24,delay,1,poster,wallet,S,1,113538.828787446,NA,NA,NA,1
24,delay,1,bowl,hill,S,1,113543.328462661,NA,NA,NA,1
24,delay,1,passenger,nest,S,NA,113547.82814512,NA,NA,NA,1
24,delay,2,salmon,gate,S,1,113732.764920352,NA,NA,NA,1
24,delay,2,whistle,duck,S,NA,113737.264561157,NA,NA,NA,1
24,delay,2,sweat,telephone,S,NA,113741.764269876,NA,NA,NA,1
24,delay,2,alcohol,music,S,1,113746.263949317,NA,NA,NA,1
24,delay,3,steam,plug,S,NA,113889.053719365,NA,NA,NA,1
24,delay,3,rock,string,S,1,113893.55339458,NA,NA,NA,1
24,delay,3,hat,shoulder,S,NA,113898.053071907,NA,NA,NA,1
24,delay,3,dice,babe,S,1,113902.552767949,NA,NA,NA,1
24,delay,4,muscle,neck,S,NA,114082.956473339,NA,NA,NA,1
24,delay,4,bridge,vault,S,1,114087.45612018,NA,NA,NA,1
24,delay,4,mouse,shield,S,1,114091.955804148,NA,NA,NA,1
24,delay,4,plate,monkey,S,NA,114096.45547393,NA,NA,NA,1
24,delay,5,ship,hospital,S,1,114235.778826052,NA,NA,NA,1
24,delay,5,spray,suit,S,NA,114240.278479232,NA,NA,NA,1
24,delay,5,beast,tomb,S,1,114244.778154145,NA,NA,NA,1
24,delay,5,sugar,station,S,NA,114249.27786377,NA,NA,NA,1
24,delay,6,dummy,wheat,S,NA,114733.709721645,NA,NA,NA,1
24,delay,6,artist,hurricane,S,1,114738.209420403,NA,NA,NA,1
24,delay,6,cherry,racket,S,NA,114742.709100447,NA,NA,NA,1
24,delay,6,garden,cottage,S,1,114747.208753326,NA,NA,NA,1
24,delay,7,magician,trash,S,1,114884.81550566,NA,NA,NA,1
24,delay,7,hotel,cell,S,NA,114889.315228264,NA,NA,NA,1
24,delay,7,pile,lobster,S,NA,114893.81488899,NA,NA,NA,1
