subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress
7,delay,1,deer,magazine,,1,538433.478828315,magazine,538434.586421905,538436.058305028
7,delay,1,bone,hair,,1,538436.278316625,hair,538437.770184419,538438.034201354
7,delay,1,horse,dentist,S,1,538438.244850569,dentist,538439.306165009,538440.114141854
7,delay,1,page,sock,,1,538440.378053444,newpaper,538441.88201292,538443.113916978
7,delay,1,coach,deck,T,1,538443.894468627,deck,538445.289833891,538445.729785245
7,delay,1,ridge,music,S,1,538446.010992656,music,538447.177753047,538447.689706934
7,delay,1,puppy,garbage,T,1,538447.91085106,garbage,538449.513691921,538451.45751099
7,delay,1,palace,envelope,,1,538451.893909003,soldier,538462.264915533,538463.256876749
7,delay,1,gorilla,physician,,1,538463.543125002,physician,538466.240723116,538467.112679406
7,delay,1,spice,cord,,1,538467.426208572,,NA,NA
7,delay,2,mouth,dial,,1,538485.475318743,dial,538487.087647856,538487.391616326
7,delay,2,ceiling,surf,S,1,538487.674836452,surf,538488.951528839,538489.551474688
7,delay,2,collar,flesh,,1,538489.791362292,flesh,538493.159320169,538494.439209717
7,delay,2,glove,cotton,,1,538495.140999276,cotton,538496.207166507,538496.78313908
7,delay,2,spider,spray,T,1,538497.040869753,spray,538497.79905033,538498.383019126
7,delay,2,sugar,shoulder,,1,538498.674092701,shoulder,538501.310876536,538502.126871337
7,delay,2,blade,court,S,1,538502.307168348,court,538503.422767217,538503.806709692
7,delay,2,basket,net,,1,538503.990388595,net,538504.934684883,538505.174649156
7,delay,2,officer,screw,T,1,538505.373640444,screw,538509.774492377,538511.198335073
7,delay,2,beach,photograph,,1,538512.006510232,photograph,538513.446242747,538514.542161205
7,delay,3,pony,storm,,1,538525.105972974,storm,538526.269569708,538527.029485602
7,delay,3,telephone,wind,S,1,538527.305487665,wind,538528.789371009,538529.037401534
7,delay,3,quarter,lunch,,1,538529.37204609,lunch,538531.141273051,538531.677249717
7,delay,3,shell,crab,T,1,538531.988496015,crab,538532.885184424,538533.293218801
7,delay,3,leopard,ocean,,1,538533.588386324,ocean,538534.597103357,538535.157000476
7,delay,3,gravy,movie,,1,538535.438280934,,NA,NA
7,delay,3,hospital,brandy,,1,538543.471047007,,NA,NA
7,delay,3,pigeon,avenue,,1,538551.503852923,ocean,538552.58017096,538553.124152603
7,delay,3,ship,passenger,S,1,538553.437055738,passenger,538555.491975252,538556.707917049
7,delay,3,salad,carriage,T,1,538556.903486602,carriage,538558.283871813,538559.163804706
7,delay,4,scissors,club,,1,538569.41963133,,NA,NA
7,delay,4,sheep,sponge,T,1,538577.452086803,,NA,NA
7,delay,4,shepherd,neck,,1,538585.484876419,,NA,NA
7,delay,4,president,plane,,1,538593.517677808,plane,538594.953948141,538595.393857237
7,delay,4,doll,date,S,1,538595.58421299,date,538596.593837073,538596.98581471
7,delay,4,knight,emperor,S,1,538597.117436512,emperor,538601.15358025,538601.985531578
7,delay,4,bird,hardware,T,1,538602.383732692,hardware,538605.473362474,538606.681301105
7,delay,4,peanut,channel,,1,538606.900107729,channel,538608.345211004,538609.113112255
7,delay,4,alley,hood,,1,538609.383261811,hood,538610.801108925,538611.193024079
7,delay,4,poster,fireplace,,1,538611.46646618,,NA,NA
7,delay,5,coast,gallery,S,1,538629.515580577,gallery,538631.040035751,538631.671957739
7,delay,5,porch,note,,1,538631.965055499,river,538638.647641565,538639.119584454
7,delay,5,sting,brush,T,1,538639.381256039,brush,538640.575515879,538641.11948092
7,delay,5,roof,guitar,,1,538641.397778227,guitar,538645.135273846,538645.839206215
7,delay,5,cheese,gift,,1,538646.064111352,gift,538647.919120153,538648.367104254
