sub_num,group,version,datetime,exp_onset,list,repeating,practice,cue,target,study_order,study_onset,prac_order,prac_onset,prac_FP,prac_LP,prac_resp,prac_score,final_order,final_onset,final_FP,final_LP,final_resp,final_score
32,delay,pilot4,2015-02-26-1541m57s,276725.3351558,1,N,C,dice,mattress,1,276850.622575319,NaN,NaN,NaN,NaN,,NaN,4,277004.564429761,277007.303496322,277008.03144124,matress,1
32,delay,pilot4,2015-02-26-1541m57s,276725.3351558,1,N,C,badge,canal,2,276854.638861605,NaN,NaN,NaN,NaN,,NaN,11,277033.496281517,277037.110181079,277038.310105013,newspaper,0
32,delay,pilot4,2015-02-26-1541m57s,276725.3351558,1,N,C,bee,beam,3,276858.655332623,NaN,NaN,NaN,NaN,,NaN,25,277089.59342421,277092.019770534,277092.339739987,bed,1
32,delay,pilot4,2015-02-26-1541m57s,276725.3351558,1,N,C,chicken,costume,4,276862.671766212,NaN,NaN,NaN,NaN,,NaN,22,277073.744237845,277081.508273391,277082.748138947,legs,0
32,delay,pilot4,2015-02-26-1541m57s,276725.3351558,1,N,C,telephone,dame,5,276866.688210365,NaN,NaN,NaN,NaN,,NaN,12,277038.662686883,277040.966034695,277041.309985481,dame,1
32,delay,pilot4,2015-02-26-1541m57s,276725.3351558,1,N,C,anchor,policeman,6,276870.704686816,NaN,NaN,NaN,NaN,,NaN,6,277018.597042177,277020.174916916,277021.462862559,policeman,1
32,delay,pilot4,2015-02-26-1541m57s,276725.3351558,1,N,C,paper,flame,7,276874.721128555,NaN,NaN,NaN,NaN,,NaN,1,276989.215190573,276990.704266944,276991.288200102,plane,1
32,delay,pilot4,2015-02-26-1541m57s,276725.3351558,1,N,C,bottle,stomach,8,276878.737587197,NaN,NaN,NaN,NaN,,NaN,9,277027.529907242,NaN,277031.378422897,,0
32,delay,pilot4,2015-02-26-1541m57s,276725.3351558,1,N,C,cave,glass,9,276882.754026219,NaN,NaN,NaN,NaN,,NaN,17,277054.811859362,277062.101087564,277063.037008551,glass,1
32,delay,pilot4,2015-02-26-1541m57s,276725.3351558,1,N,C,square,missile,10,276886.770501764,NaN,NaN,NaN,NaN,,NaN,20,277068.961143828,NaN,277072.000235141,,0
32,delay,pilot4,2015-02-26-1541m57s,276725.3351558,1,N,C,sword,sand,11,276890.786959501,NaN,NaN,NaN,NaN,,NaN,14,277044.112425632,277046.117786478,277046.469710013,gold,1
32,delay,pilot4,2015-02-26-1541m57s,276725.3351558,1,N,C,tea,spice,12,276894.803396108,NaN,NaN,NaN,NaN,,NaN,21,277072.01098581,277072.932604266,277073.436581434,spice,1
32,delay,pilot4,2015-02-26-1541m57s,276725.3351558,1,N,C,newspaper,port,13,276898.819902744,NaN,NaN,NaN,NaN,,NaN,8,277024.213431092,NaN,277027.522316634,,0
32,delay,pilot4,2015-02-26-1541m57s,276725.3351558,1,N,C,bone,shoulder,14,276902.836336936,NaN,NaN,NaN,NaN,,NaN,10,277031.396392597,277032.342389319,277033.270343897,shoulder,1
32,delay,pilot4,2015-02-26-1541m57s,276725.3351558,1,N,C,candy,vice,15,276906.852784108,NaN,NaN,NaN,NaN,,NaN,3,277000.331291523,277003.503686185,277003.823664995,vice,1
32,delay,pilot4,2015-02-26-1541m57s,276725.3351558,1,N,C,worm,tide,16,276910.869220414,NaN,NaN,NaN,NaN,,NaN,18,277063.261423341,277065.308902445,277065.708928706,hole,1
32,delay,pilot4,2015-02-26-1541m57s,276725.3351558,1,N,C,trophy,tower,17,276914.885703204,NaN,NaN,NaN,NaN,,NaN,13,277041.545863606,277043.429886716,277043.861873398,tower,1
32,delay,pilot4,2015-02-26-1541m57s,276725.3351558,1,N,C,pants,photograph,18,276918.902141622,NaN,NaN,NaN,NaN,,NaN,15,277046.712262331,277048.485710146,277050.365541171,photograph,1
