subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress
10,immediate,1,vodka,wolf,S,1,542112.989523502,wolf,542114.207892147,542116.375751561
10,immediate,1,hospital,gold,,1,542116.588955607,gold,542118.303697412,542118.623661951
10,immediate,1,jury,bucket,T,1,542119.138783419,bucket,542120.303565505,542120.975564899
10,immediate,1,hostage,tank,,1,542121.221958207,tank,542122.99151237,542123.775391276
10,immediate,1,tooth,tiger,,1,542124.088427828,tiger,542125.687278275,542126.199220994
10,immediate,1,beer,husband,,1,542126.404955238,husband,542127.599173121,542128.271113655
10,immediate,1,brush,shed,,1,542128.454803726,,NA,NA
10,immediate,1,bed,arm,S,1,542136.487600888,arm,542137.774639074,542138.038628541
10,immediate,1,foot,grass,T,1,542138.387472875,,NA,NA
10,immediate,1,bullet,choir,,1,542146.420261285,,NA,NA
10,immediate,2,gallery,seed,,1,542343.240520275,,NA,NA
10,immediate,2,machine,film,,1,542351.273014384,film,542358.626963249,542359.154921959
10,immediate,2,cage,frog,S,1,542361.972289257,frog,542363.218724522,542363.650664863
10,immediate,2,dove,passage,T,1,542363.788846701,passage,542365.082630559,542365.866575871
10,immediate,2,shoulder,aisle,,1,542366.055393112,aisle,542367.858466455,542368.354407974
10,immediate,2,picture,anchor,T,1,542369.088511741,anchor,542370.794329144,542371.72224481
10,immediate,2,seal,jacket,,1,542372.021623398,jacket,542376.594029953,542377.297990697
10,immediate,2,boot,ambassador,,1,542378.504507327,,NA,NA
10,immediate,2,priest,shirt,,1,542386.537291511,shirt,542388.577387631,542389.121316752
10,immediate,2,ankle,alcohol,S,1,542389.253788856,alcohol,542390.401314663,542391.977175855
10,immediate,3,hound,guitar,S,1,542579.641214945,guitar,542581.359239334,542582.295136433
10,immediate,3,witch,piano,,1,542582.590697263,piano,542584.775013062,542585.494996437
10,immediate,3,beard,pen,,1,542585.80714737,pen,542587.046903973,542587.286892997
10,immediate,3,aunt,ant,T,1,542587.673687623,ant,542588.366823838,542588.646786132
10,immediate,3,president,star,,1,542588.840273847,star,542590.526727779,542591.054648456
10,immediate,3,market,snow,,1,542591.256777441,,NA,NA
10,immediate,3,shoe,cat,,1,542599.289565851,cat,542601.030186188,542601.422091683
10,immediate,3,lunch,pony,S,1,542601.622765768,pony,542603.158039131,542603.766006558
10,immediate,3,ski,lobster,T,1,542603.98924701,,NA,NA
10,immediate,3,factory,gentleman,,1,542612.022020629,,NA,NA
10,immediate,4,page,mustard,,1,543115.521651923,mustard,543117.762856485,543118.874802705
10,immediate,4,ground,circle,,1,543119.237761094,circle,543125.850429181,543126.554352193
10,immediate,4,slave,butterfly,,1,543127.037218916,butterfly,543128.042302016,543129.338214196
10,immediate,4,planet,dress,T,1,543129.803698167,dress,543131.034162416,543131.770172949
10,immediate,4,bridge,costume,S,1,543132.886822848,costume,543134.161941104,543135.785869586
10,immediate,4,pencil,salt,,1,543135.969949341,salt,543141.345592539,543141.833576471
10,immediate,4,corridor,wheel,,1,543142.319519617,wheel,543144.713414584,543145.65739182
10,immediate,4,butcher,coast,,1,543145.952605526,coast,543147.305313801,543147.881244116
10,immediate,4,drill,banner,S,1,543148.052464292,banner,543150.625104477,543151.537041883
10,immediate,4,crown,bloom,T,1,543151.718884652,bloom,543152.752991528,543153.600965487
10,immediate,5,spice,pumpkin,,1,543338.673233947,pumpkin,543340.687059134,543342.086992245
10,immediate,5,hardware,cheek,T,1,543342.322664559,cheek,543343.606923641,543344.334844378
10,immediate,5,hose,bank,,1,543344.472554128,bank,543346.366756225,543347.134677095
10,immediate,5,flag,sweat,,1,543347.455669724,sweat,543348.630685624,543349.558569596
10,immediate,5,basket,throne,S,1,543349.722150031,throne,543351.174556187,543351.790454035
10,immediate,5,building,mountain,,1,543352.038684986,mountain,543353.670388438,543355.622239045
10,immediate,5,ring,train,,1,543355.921761916,train,543358.774132274,543359.326083275
10,immediate,5,beef,cook,,1,543359.671491084,cook,543360.902005138,543361.197961689
10,immediate,5,judge,artist,T,1,543361.371378103,artist,543362.269897816,543363.157913864
10,immediate,5,spark,highway,S,1,543363.421238363,highway,543364.781812463,543365.397778227
10,immediate,6,fly,furniture,T,1,543576.457153905,,NA,NA
10,immediate,6,knife,band,,1,543584.489629903,,NA,NA
10,immediate,6,swamp,toilet,,1,543592.522425254,toilet,543594.241686309,543594.801600935
10,immediate,6,morphine,umbrella,S,1,543594.988921921,umbrella,543596.601540505,543597.617484656
10,immediate,6,shield,poison,,1,543597.77206734,poison,543601.729270898,543602.993172528
10,immediate,6,chin,spray,T,1,543603.42167272,,NA,NA
10,immediate,6,basement,meat,,1,543611.454475618,,NA,NA
10,immediate,6,bone,toe,,1,543619.487253765,,NA,NA
10,immediate,6,passenger,neck,,1,543627.520056059,train,543632.927627101,543634.1835968
10,immediate,6,nail,wire,S,1,543640.552495232,wire,543644.143047608,543644.526977708
10,immediate,7,stove,wheat,T,1,544126.003370723,wheat,544127.909478865,544128.525402067
10,immediate,7,cake,vault,,1,544128.802859032,vault,544130.285314339,544130.789281058
10,immediate,7,ambulance,drum,,1,544131.302690753,drum,544132.613204167,544133.101168177
10,immediate,7,spoon,blanket,,1,544134.102528299,blanket,544136.509003939,544137.180931191
10,immediate,7,tomb,globe,S,1,544137.668939875,globe,544138.692911641,544139.212848471
10,immediate,7,monkey,herd,,1,544139.435471646,herd,544141.62073615,544142.14068445
