subject,group,list,cue,target,practice,test,onset
86,delay,1,cigar,camp,,1,112935.233335144
86,delay,1,college,newspaper,,1,112939.733047179
86,delay,1,cereal,body,,1,112944.232782456
86,delay,1,president,shield,T,NaN,112948.732526487
86,delay,1,castle,bird,,NaN,112953.23227897
86,delay,1,jail,knight,T,1,112957.732022095
86,delay,1,horse,drain,,NaN,112962.231758882
86,delay,1,bee,metal,,NaN,112966.731504422
86,delay,1,corn,dust,S,1,112971.231253283
86,delay,1,soup,bell,S,NaN,112975.730993088
86,delay,1,flame,camp,,NaN,112980.230764587
86,delay,1,sun,newspaper,S,NaN,112984.730478433
86,delay,1,seal,body,T,NaN,112989.230231217
86,delay,1,flesh,shield,,1,112993.729917897
86,delay,1,mountain,bird,T,1,112998.229719279
86,delay,1,skull,knight,,NaN,113002.729462405
86,delay,1,juice,drain,,1,113007.229207039
86,delay,1,steel,metal,S,1,113011.728952277
86,delay,1,priest,dust,,NaN,113016.228697818
86,delay,1,banana,bell,,1,113020.728452715
86,delay,2,book,axe,,1,113111.323309185
86,delay,2,golf,prison,T,NaN,113115.823055631
86,delay,2,trail,lamp,,NaN,113120.322804793
86,delay,2,machine,garbage,S,1,113124.82254973
86,delay,2,music,square,,NaN,113129.322294666
86,delay,2,meal,photograph,T,1,113133.822039905
86,delay,2,satellite,cloth,,NaN,113138.321778804
86,delay,2,fly,earth,,1,113142.821539739
86,delay,2,rice,bottle,,1,113147.321277431
86,delay,2,strawberry,hammer,S,NaN,113151.821014519
86,delay,2,beef,axe,,NaN,113156.320760361
86,delay,2,butcher,prison,,1,113160.820522805
86,delay,2,cigarette,lamp,S,1,113165.320251743
86,delay,2,stick,garbage,,NaN,113169.819996982
86,delay,2,telephone,square,T,1,113174.319745842
86,delay,2,pie,photograph,,NaN,113178.819497419
86,delay,2,dove,cloth,,1,113183.319243865
86,delay,2,spice,earth,T,NaN,113187.818989405
86,delay,2,cape,bottle,S,NaN,113192.318733134
86,delay,2,brain,hammer,,1,113196.818480184
86,delay,3,mule,hose,T,1,113284.013563343
86,delay,3,cotton,cave,,1,113288.513310695
86,delay,3,toilet,hat,,NaN,113293.013066498
