subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress
21,delay,1,statue,shark,,1,591308.410111988,,NA,NA
21,delay,1,lunch,shoe,T,1,591316.442766981,toe,591318.67143645,591318.999418039
21,delay,1,rash,butter,S,1,591320.292582508,butter,591322.247333259,591323.08722195
21,delay,1,toothbrush,banner,,1,591323.325792899,,NA,NA
21,delay,1,anchor,corner,,1,591331.358767246,corner,591335.558517075,591336.310546919
21,delay,1,plug,president,,1,591336.675196857,president,591338.854380355,591339.998313884
21,delay,1,thunder,jury,T,1,591340.241689931,,NA,NA
21,delay,1,uniform,star,,1,591351.274541427,star,591354.317546143,591354.965536945
21,delay,1,forest,passenger,S,1,591355.241032811,passenger,591357.789408136,591359.373286982
21,delay,1,tomb,cage,,1,591359.790829834,,NA,NA
21,delay,2,port,brick,S,1,591377.8403478,,NA,NA
21,delay,2,brandy,pump,,1,591385.873010037,,NA,NA
21,delay,2,desk,button,T,1,591393.905973216,button,591396.139374736,591396.923327897
21,delay,2,ocean,whale,,1,591397.739155475,whale,591400.107168891,591400.795068065
21,delay,2,frame,banana,,1,591401.072321585,banana,591406.026859837,591406.930747291
21,delay,2,hair,dollar,,1,591407.355361206,dollar,591410.306600574,591411.170564263
21,delay,2,ridge,medicine,S,1,591411.438524525,medicine,591412.946456605,591413.962394116
21,delay,2,kiss,cellar,,1,591414.205047844,cellar,591416.282283797,591417.01824845
21,delay,2,chocolate,satellite,,1,591417.321580929,,NA,NA
21,delay,2,priest,hurricane,T,1,591425.354570066,,NA,NA
21,delay,3,partner,drum,,1,591443.404088334,,NA,NA
21,delay,3,cart,trash,,1,591451.43674876,,NA,NA
21,delay,3,bite,chin,S,1,591462.469582446,chin,591464.255785875,591464.751734336
21,delay,3,officer,stomach,,1,591465.386106717,,NA,NA
21,delay,3,jelly,square,T,1,591473.419093741,square,591474.439209717,591475.487134535
21,delay,3,hound,road,,1,591475.718974602,,NA,NA
21,delay,3,telephone,salad,,1,591483.751967664,,NA,NA
21,delay,3,hotel,toe,,1,591491.784945331,toe,591493.462223422,591493.710161582
21,delay,3,beach,date,S,1,591494.018213737,,NA,NA
21,delay,3,trail,bourbon,T,1,591502.051153372,bourbon,591504.58964261,591505.701523028
21,delay,4,bank,ear,,1,591516.23417787,,NA,NA
21,delay,4,plane,floor,T,1,591524.266814149,floor,591526.356483171,591527.012410733
21,delay,4,audience,boss,,1,591527.250015771,boss,591529.724323327,591530.300268734
21,delay,4,robin,battle,,1,591530.466538925,,NA,NA
21,delay,4,radio,milk,S,1,591538.499529572,,NA,NA
21,delay,4,tank,lieutenant,,1,591546.532504824,,NA,NA
21,delay,4,wheel,boat,T,1,591554.565463777,boat,591557.434827203,591558.09879536
21,delay,4,rope,cereal,,1,591558.348630023,,NA,NA
21,delay,4,land,turtle,S,1,591566.381620368,,NA,NA
21,delay,4,gorilla,bracelet,,1,591574.414597733,bracelet,591576.985775168,591578.153704007
21,delay,5,bridge,test,,1,591588.43093338,,NA,NA
21,delay,5,pepper,chicken,S,1,591596.463599239,chicken,591597.600731556,591600.512515021
21,delay,5,alcohol,garbage,,1,591600.946748189,garbage,591603.632408867,591606.080260458
21,delay,5,hook,armor,T,1,591606.346538527,armor,591607.696168266,591608.80810513
21,delay,5,seal,gate,,1,591609.163034091,gate,591612.375921199,591613.047848451
21,delay,5,spike,cotton,,1,591613.362861797,,NA,NA
21,delay,5,admiral,branch,T,1,591621.395838861,branch,591623.655314209,591624.631266075
21,delay,5,arm,pool,S,1,591628.095526359,pool,591632.694860062,591634.702748828
21,delay,5,fountain,lock,,1,591635.178556865,,NA,NA
21,delay,5,muscle,guard,,1,591643.211533928,,NA,NA
21,delay,6,blouse,chair,,1,591661.261082984,chair,591663.277202206,591663.933201607
21,delay,6,umbrella,flag,,1,591664.293913048,,NA,NA
21,delay,6,platform,vodka,,1,591672.326905808,,NA,NA
21,delay,6,judge,bread,S,1,591680.359868383,,NA,NA
21,delay,6,copper,movie,T,1,591688.392842428,movie,591690.099791756,591691.075727624
21,delay,6,wolf,brass,S,1,591691.659378274,brass,591693.787609129,591694.771571707
21,delay,6,tunnel,avenue,,1,591695.059227471,,NA,NA
21,delay,6,envelope,lightning,,1,591703.092202422,lightning,591704.555049157,591706.114943257
21,delay,6,powder,gold,T,1,591707.85867805,,NA,NA
21,delay,6,trophy,steak,,1,591715.89163489,,NA,NA
21,delay,7,turkey,beer,S,1,591733.941152554,,NA,NA
21,delay,7,pants,snow,,1,591741.973805434,snow,591744.032976158,591744.624928198
21,delay,7,mouse,shop,,1,591745.040338201,shop,591747.8407728,591748.680685639
21,delay,7,wheat,tongue,,1,591749.073490336,tongue,591751.184573577,591751.992535329
21,delay,7,shoulder,seat,T,1,591752.240017097,seat,591753.808461309,591754.560365585
21,delay,7,porch,whip,T,1,591754.82322373,,NA,NA
21,delay,7,aisle,lemon,,1,591762.85622645,lemon,591765.391833958,591766.167775803
21,delay,7,essay,bat,,1,591766.489382992,,NA,NA
21,delay,7,flame,physician,,1,591774.522344058,physician,591782.191019213,591784.166824382
21,delay,7,crown,liquor,S,1,591785.271880044,liquor,591786.782704421,591788.110618397
21,delay,8,cream,deck,,1,591798.538280663,,NA,NA
21,delay,8,garlic,dove,T,1,591806.57091845,dove,591808.725540374,591809.19750741
21,delay,8,photograph,club,,1,591809.437471683,,NA,NA
21,delay,8,skirt,bell,,1,591817.470448445,,NA,NA
21,delay,8,worm,cell,S,1,591825.503408001,cell,591828.31652741,591829.780408272
21,delay,8,frog,janitor,S,1,591830.26986582,,NA,NA
21,delay,8,feast,organ,,1,591838.302854052,,NA,NA
21,delay,8,mule,doll,,1,591846.335830814,doll,591849.59539581,591850.307391715
21,delay,8,camp,missile,T,1,591851.102314591,missile,591852.419230478,591853.491140042
21,delay,8,thumb,knight,,1,591853.785500125,,NA,NA
21,delay,9,mustard,flood,S,1,591871.835017488,flood,591873.618144795,591874.306058457
21,delay,9,salmon,crab,,1,591874.60124047,crab,591876.241976686,591876.929916005
21,delay,9,bloom,laundry,,1,591877.184445895,laundry,591885.817523051,591887.385323424
21,delay,9,record,gallery,T,1,591888.117307321,gallery,591891.561161857,591893.00106733
21,delay,9,ring,apartment,,1,591893.783749112,apartment,591894.984986141,591896.720932381
21,delay,9,forehead,poet,S,1,591897.116903149,,NA,NA
21,delay,9,college,sponge,,1,591908.149730798,,NA,NA
21,delay,9,balloon,slave,T,1,591916.182725369,slave,591917.943768056,591918.655704799
21,delay,9,purse,dentist,,1,591918.982598834,dentist,591920.343638383,591921.343564128
21,delay,9,spring,band,,1,591921.849140295,,NA,NA
21,delay,10,wine,pipe,,1,591939.898645583,pipe,591943.702400497,591944.350394619
21,delay,10,tape,belly,T,1,591946.281407838,belly,591949.030149363,591949.998064257
21,delay,10,dial,sting,S,1,591950.247876282,,NA,NA
21,delay,10,whistle,cafe,,1,591958.280838554,,NA,NA
21,delay,10,weed,aunt,,1,591966.313829201,aunt,591967.933144558,591968.525076677
21,delay,10,mole,snake,,1,591968.880363629,snake,591972.668882222,591973.324807973
21,delay,10,badge,stove,T,1,591973.563506301,stove,591974.756740163,591975.372729471
21,delay,10,hat,page,,1,591975.613400367,page,591978.404566459,591978.87651961
21,delay,10,bomb,spoon,S,1,591979.113245671,spoon,591982.548349366,591983.388284239
21,delay,10,gown,bed,,1,591983.729731516,bed,591985.132216138,591985.484202094
