subject,group,list,cue,target,practice,test,onset
21,delay,1,jeep,president,S,NA,588970.531472508
21,delay,1,bow,jury,,NA,588975.031266196
21,delay,1,shepherd,star,,NA,588979.531022455
21,delay,1,music,passenger,,NA,588984.030858099
21,delay,1,statue,shark,,1,588988.530655107
21,delay,1,net,cage,T,NA,588993.030447286
21,delay,1,lunch,shoe,T,1,588997.530227088
21,delay,1,rash,butter,S,1,589002.030025002
21,delay,1,toothbrush,banner,,1,589006.529842536
21,delay,1,anchor,corner,,1,589011.029587022
21,delay,1,plug,president,,1,589015.529432929
21,delay,1,thunder,jury,T,1,589020.029181642
21,delay,1,uniform,star,,1,589024.529075845
21,delay,1,forest,passenger,S,1,589029.028802221
21,delay,1,messenger,shark,T,NA,589033.528601945
21,delay,1,tomb,cage,,1,589038.028392615
21,delay,1,suitcase,shoe,,NA,589042.528216185
21,delay,1,artist,butter,,NA,589047.028003836
21,delay,1,juice,banner,,NA,589051.527805372
21,delay,1,wind,corner,S,NA,589056.027598456
21,delay,2,ant,dollar,,NA,589141.573773619
21,delay,2,port,brick,S,1,589146.073535613
21,delay,2,brandy,pump,,1,589150.573332621
21,delay,2,golf,medicine,,NA,589155.073130233
21,delay,2,bedroom,cellar,S,NA,589159.572951087
21,delay,2,desk,button,T,1,589164.072730889
21,delay,2,jail,satellite,T,NA,589168.572526388
21,delay,2,collar,hurricane,,NA,589173.07232068
21,delay,2,ocean,whale,,1,589177.572134289
21,delay,2,frame,banana,,1,589182.071912583
21,delay,2,hair,dollar,,1,589186.571707478
21,delay,2,soap,brick,,NA,589191.07150358
21,delay,2,hospital,pump,S,NA,589195.571326547
21,delay,2,ridge,medicine,S,1,589200.071104539
21,delay,2,kiss,cellar,,1,589204.57090366
21,delay,2,cannon,button,,NA,589209.070695536
21,delay,2,chocolate,satellite,,1,589213.570499789
21,delay,2,priest,hurricane,T,1,589218.070300721
21,delay,2,cow,whale,,NA,589222.570121273
21,delay,2,cross,banana,T,NA,589227.069905905
21,delay,3,partner,drum,,1,589311.532780712
21,delay,3,cart,trash,,1,589316.032580739
21,delay,3,castle,road,,NA,589320.532390123
21,delay,3,bite,chin,S,1,589325.032175057
21,delay,3,nose,salad,S,NA,589329.531962707
21,delay,3,tide,toe,T,NA,589334.031773299
21,delay,3,officer,stomach,,1,589338.531559742
21,delay,3,bullet,date,,NA,589343.031351619
21,delay,3,wallet,bourbon,,NA,589347.531166737
21,delay,3,jelly,square,T,1,589352.030967368
21,delay,3,highway,drum,S,NA,589356.530770111
21,delay,3,orange,trash,,NA,589361.030549008
21,delay,3,hound,road,,1,589365.530352053
21,delay,3,clay,chin,,NA,589370.030147552
21,delay,3,telephone,salad,,1,589374.52994124
21,delay,3,hotel,toe,,1,589379.029745492
21,delay,3,apple,stomach,T,NA,589383.529535557
21,delay,3,beach,date,S,1,589388.029338602
21,delay,3,trail,bourbon,T,1,589392.529135309
21,delay,3,bench,square,,NA,589397.028933826
21,delay,4,bank,ear,,1,589478.991949746
21,delay,4,jacket,lieutenant,S,NA,589483.491745547
21,delay,4,court,boat,,NA,589487.991545271
21,delay,4,plane,floor,T,1,589492.491383633
21,delay,4,scale,cereal,,NA,589496.991142306
21,delay,4,pork,turtle,,NA,589501.490941427
21,delay,4,audience,boss,,1,589505.99074085
21,delay,4,mirror,bracelet,T,NA,589510.490537858
21,delay,4,robin,battle,,1,589514.990335771
21,delay,4,radio,milk,S,1,589519.490125535
21,delay,4,camel,ear,S,NA,589523.989936126
21,delay,4,tank,lieutenant,,1,589528.489735247
21,delay,4,wheel,boat,T,1,589532.989514144
21,delay,4,television,floor,,NA,589537.489330471
21,delay,4,rope,cereal,,1,589541.989131403
21,delay,4,land,turtle,S,1,589546.488928411
21,delay,4,emperor,boss,,NA,589550.988729645
21,delay,4,gorilla,bracelet,,1,589555.488521219
21,delay,4,gravy,battle,T,NA,589559.988321246
21,delay,4,minister,milk,,NA,589564.488125196
21,delay,5,bridge,test,,1,589650.40094309
