subject,group,list,cue,target,practice,test,onset
79,delay,1,wolf,bone,,1,929605.18464472
79,delay,1,gentleman,instrument,S,NaN,929609.684410334
79,delay,1,ant,tail,,NaN,929614.184143953
79,delay,1,carriage,shower,T,1,929618.683844972
79,delay,1,brain,wing,T,NaN,929623.183608172
79,delay,1,land,doll,S,1,929627.683340885
79,delay,1,bench,wire,,NaN,929632.183077522
79,delay,1,diamond,pier,,NaN,929636.682808424
79,delay,1,pond,seed,,1,929641.182531478
79,delay,1,frog,bow,,1,929645.68224457
79,delay,1,meal,bone,S,NaN,929650.181986943
79,delay,1,orange,instrument,,1,929654.681717543
79,delay,1,telephone,tail,,1,929659.181446332
79,delay,1,choir,shower,,NaN,929663.681178441
79,delay,1,hook,wing,,1,929668.180941641
79,delay,1,flag,doll,,NaN,929672.680619116
79,delay,1,brass,wire,T,1,929677.180412802
79,delay,1,colonel,pier,S,1,929681.680145213
79,delay,1,cross,seed,,NaN,929686.179843516
79,delay,1,moon,bow,T,NaN,929690.679575625
79,delay,2,crown,emperor,S,NaN,929779.290992022
79,delay,2,jacket,fort,T,1,929783.790790539
79,delay,2,glove,drill,S,1,929788.290458656
79,delay,2,bus,soil,,1,929792.790222459
79,delay,2,dummy,spring,,NaN,929797.289924082
79,delay,2,hair,boss,,NaN,929801.789692715
79,delay,2,platform,television,T,NaN,929806.289396451
79,delay,2,wheat,cabin,,NaN,929810.789132484
79,delay,2,brandy,parade,,1,929815.288888439
79,delay,2,film,note,,1,929819.788620247
79,delay,2,puppy,emperor,,1,929824.288353866
79,delay,2,messenger,fort,,NaN,929828.788115858
79,delay,2,knight,drill,,NaN,929833.287796351
79,delay,2,policeman,soil,T,NaN,929837.787530272
79,delay,2,pudding,spring,,1,929842.28728834
79,delay,2,marble,boss,T,1,929846.787018336
79,delay,2,iron,television,,1,929851.286750144
79,delay,2,mouse,cabin,S,1,929855.786460822
79,delay,2,battle,parade,S,NaN,929860.286194441
79,delay,2,surf,note,,NaN,929864.785959753
79,delay,3,wall,swamp,,1,929944.331239913
79,delay,3,coffin,chapel,,NaN,929948.830934593
