subject,group,list,cue,target,practice,test,onset
2,immediate,1,straw,bush,,1,518185.798760859
2,immediate,1,iron,banner,,NA,518190.298453428
2,immediate,1,gold,ear,,NA,518194.798145997
2,immediate,1,corridor,lung,,1,518199.297841584
2,immediate,1,floor,seed,T,NA,518203.797532644
2,immediate,1,blade,magician,,1,518208.29722642
2,immediate,1,anchor,mirror,T,1,518212.796913556
2,immediate,1,net,shield,S,1,518217.296617897
2,immediate,1,star,beach,S,NA,518221.796305637
2,immediate,1,vice,pork,,NA,518226.296021448
2,immediate,1,nurse,bush,S,NA,518230.795690473
2,immediate,1,plane,banner,S,1,518235.295388173
2,immediate,1,sand,ear,T,1,518239.79507863
2,immediate,1,sugar,lung,,NA,518244.294773613
2,immediate,1,shell,seed,,1,518248.794466484
2,immediate,1,tent,magician,T,NA,518253.294161468
2,immediate,1,platform,mirror,,NA,518257.793851019
2,immediate,1,reed,shield,,NA,518262.293547512
2,immediate,1,music,beach,,1,518266.793239175
2,immediate,1,shop,pork,,1,518271.292932348
2,immediate,2,hill,eye,,1,518409.766837542
2,immediate,2,mistress,screw,,NA,518414.266537355
2,immediate,2,cage,ant,T,1,518418.766229623
2,immediate,2,ocean,steam,,1,518423.265944227
2,immediate,2,string,apartment,,NA,518427.765616572
2,immediate,2,jewel,sun,,NA,518432.265309443
2,immediate,2,vest,pants,,1,518436.765004728
2,immediate,2,dove,morphine,S,1,518441.264695486
2,immediate,2,instrument,flame,S,NA,518445.764392583
2,immediate,2,nail,pudding,T,NA,518450.264091189
2,immediate,2,weed,eye,S,NA,518454.763768968
2,immediate,2,scissors,screw,,1,518459.263476025
2,immediate,2,wall,ant,,NA,518463.763159237
2,immediate,2,factory,steam,,NA,518468.262881085
2,immediate,2,spoon,apartment,T,1,518472.762555544
2,immediate,2,patch,sun,S,1,518477.262248113
2,immediate,2,lieutenant,pants,T,NA,518481.761965131
2,immediate,2,brake,morphine,,NA,518486.261660115
2,immediate,2,wheat,flame,,1,518490.761331555
2,immediate,2,clown,pudding,,1,518495.261022615
2,immediate,3,bowl,messenger,,1,518638.667944384
2,immediate,3,beam,shoe,,NA,518643.167639066
2,immediate,3,sock,mayor,,1,518647.667333446
2,immediate,3,frame,drum,,NA,518652.167029637
2,immediate,3,record,mole,S,1,518656.666712547
2,immediate,3,camp,elbow,,1,518661.16641719
2,immediate,3,blanket,ticket,T,1,518665.666112476
2,immediate,3,circus,bear,T,NA,518670.165786632
2,immediate,3,cereal,moose,S,NA,518674.66550184
2,immediate,3,minister,bell,,NA,518679.165196522
2,immediate,3,breakfast,messenger,S,NA,518683.664913541
2,immediate,3,hostage,shoe,T,1,518688.164527328
2,immediate,3,lamp,mayor,T,NA,518692.664277851
2,immediate,3,mattress,drum,,1,518697.163974042
2,immediate,3,bed,mole,,NA,518701.663663593
2,immediate,3,fort,elbow,,NA,518706.163349823
2,immediate,3,cherry,ticket,,NA,518710.663054466
2,immediate,3,pumpkin,bear,,1,518715.162747941
2,immediate,3,shovel,moose,,1,518719.662443528
2,immediate,3,soup,bell,S,1,518724.162137003
2,immediate,4,shark,garden,S,1,519192.030344658
2,immediate,4,garbage,thread,T,NA,519196.530044471
2,immediate,4,wing,cheese,S,NA,519201.029728287
2,immediate,4,paint,gown,,NA,519205.52942478
2,immediate,4,pocket,beef,,NA,519210.029120669
2,immediate,4,corner,sword,,1,519214.528815049
2,immediate,4,bus,fountain,,1,519219.028509731
2,immediate,4,church,medicine,,NA,519223.528201395
2,immediate,4,shore,owl,,1,519228.027897284
2,immediate,4,carpet,fence,T,1,519232.527588947
2,immediate,4,rocket,garden,,NA,519237.027284535
2,immediate,4,hockey,thread,,1,519241.526975293
2,immediate,4,ferry,cheese,,1,519246.026677219
2,immediate,4,soldier,gown,S,1,519250.52636677
2,immediate,4,glass,beef,,1,519255.026060546
2,immediate,4,cigarette,sword,S,NA,519259.525758549
2,immediate,4,tiger,fountain,,NA,519264.025448099
2,immediate,4,camel,medicine,T,1,519268.525141876
2,immediate,4,lawyer,owl,T,NA,519273.024835048
2,immediate,4,bee,fence,,NA,519277.524527919
2,immediate,5,lunch,bench,,1,519442.929948906
2,immediate,5,swamp,cup,,NA,519447.429677093
2,immediate,5,note,avenue,S,1,519451.929280316
2,immediate,5,shower,arrow,,NA,519456.429024802
2,immediate,5,film,tooth,T,NA,519460.928698355
2,immediate,5,furniture,hose,,NA,519465.428363758
2,immediate,5,muscle,breast,,1,519469.928116093
2,immediate,5,coffee,tunnel,,1,519474.427796588
2,immediate,5,drain,quarter,S,NA,519478.927493383
2,immediate,5,vodka,lightning,T,1,519483.427184744
2,immediate,5,brain,bench,T,NA,519487.926884256
2,immediate,5,forehead,cup,T,1,519492.426571995
2,immediate,5,marble,avenue,,NA,519496.926251887
2,immediate,5,finger,arrow,,1,519501.425959246
2,immediate,5,officer,tooth,,1,519505.925640345
2,immediate,5,ski,hose,S,1,519510.42537789
2,immediate,5,test,breast,,NA,519514.925000128
2,immediate,5,giant,tunnel,S,NA,519519.424759104
2,immediate,5,tongue,quarter,,1,519523.924385568
2,immediate,5,scale,lightning,,NA,519528.424081759
2,immediate,6,umbrella,nest,,1,519667.831314431
2,immediate,6,machine,horn,S,1,519672.33101032
2,immediate,6,photograph,jeep,,1,519676.830702588
2,immediate,6,bean,light,,NA,519681.330401495
2,immediate,6,cotton,lane,,1,519685.830076256
2,immediate,6,spray,mouse,T,1,519690.329788143
2,immediate,6,channel,shepherd,S,NA,519694.829479806
2,immediate,6,child,president,,NA,519699.32917479
2,immediate,6,truck,whip,,NA,519703.82886585
2,immediate,6,magazine,ambulance,T,NA,519708.328573813
