subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress
46,immediate,1,physician,duck,S,1,1344.45856521525,duck,1345.64762631496,1346.40757529063
46,immediate,1,window,cross,,1,1346.94143701842,cross,1348.31948798178,1349.14346549534
46,immediate,1,journal,string,,1,1349.54126605188,string,1350.61538083068,1351.70330151959
46,immediate,1,shop,grass,,1,1352.10778256944,grass,1353.47124372421,1354.43114204983
46,immediate,1,knife,train,T,1,1354.89096114043,train,1355.75908206907,1356.58304569763
46,immediate,1,beer,queen,,1,1357.00747586199,queen,1358.17501129665,1358.99892783697
46,immediate,1,golf,park,,1,1359.69063387715,park,1360.95887898594,1361.66281649863
46,immediate,1,drug,building,S,1,1362.72378611193,building,1364.06269135258,1365.5586225965
46,immediate,1,scout,cream,,1,1365.9402522662,cream,1366.94259581174,1367.81447836642
46,immediate,1,jeep,tank,T,1,1368.29010069337,tank,1369.1984213969,1369.73441386761
46,immediate,2,aisle,lieutenant,,1,1536.99654293829,leiutenant,1538.79801710209,1567.18061208073
46,immediate,2,tea,paper,,1,1567.8776430162,paper,1569.22852195142,1569.70041857221
46,immediate,2,cottage,partner,S,1,1570.26082629601,partner,1571.1403658213,1572.15630187064
46,immediate,2,stain,cocktail,T,1,1572.6440385532,cocktail,1573.52426568755,1574.58022523272
46,immediate,2,guitar,ring,,1,1575.16050992943,ring,1576.78808872753,1577.24407555972
46,immediate,2,toe,gravy,,1,1577.61035838679,gravy,1580.07594156108,1580.92388517834
46,immediate,2,bolt,globe,,1,1581.29346659708,globe,1582.34785502496,1583.09978088875
46,immediate,2,cord,record,T,1,1583.32667497553,record,1585.28363783226,1586.13960365586
46,immediate,2,cup,net,,1,1586.75979533519,net,1589.90743810085,1590.48340788468
46,immediate,2,clown,horse,S,1,1592.35943601568,horse,1593.49924975754,1594.10723441402
46,immediate,3,neck,hotel,S,1,1761.71579348667,hotel,1762.69087294053,1763.330806365
46,immediate,3,circus,toothbrush,,1,1763.71539414216,toothbrush,1764.98675522476,1766.33861033545
46,immediate,3,tobacco,telephone,,1,1766.99852004073,telephone,1768.28256536738,1769.77047349943
46,immediate,3,root,chain,,1,1770.38164023437,chain,1771.66637649041,1772.17835637287
46,immediate,3,breakfast,fence,T,1,1772.63149979972,fence,1773.76227109002,1774.33824509973
46,immediate,3,cave,rash,S,1,1774.73136973355,rash,1775.57818987367,1776.10613961241
46,immediate,3,judge,pier,,1,1776.76457328243,pier,1778.79403844755,1779.47398208655
46,immediate,3,blood,shark,,1,1779.83106097354,shark,1780.88991403076,1781.60192506389
46,immediate,3,carpet,badge,T,1,1782.13090500883,badge,1783.42581262683,1784.10576079355
46,immediate,3,cloth,ferry,,1,1784.53075541311,ferry,1785.44974250882,1786.1056358286
46,immediate,4,coal,pen,,1,2277.50015620618,pen,2280.34498384964,2280.73704869618
46,immediate,4,hurricane,ridge,S,1,2281.21630979716,ridge,2282.14494756755,2282.92889343539
46,immediate,4,avenue,straw,,1,2283.33282904644,straw,2285.11277543225,2285.81675520363
46,immediate,4,metal,pipe,,1,2286.19933931575,pipe,2287.58472336715,2288.23262647645
46,immediate,4,earth,shrimp,T,1,2288.54916751913,shrimp,2289.38461313237,2290.37649976803
46,immediate,4,satellite,seat,S,1,2290.74902993695,seat,2291.54448374837,2292.00041353135
46,immediate,4,muscle,camera,,1,2292.33226519494,camera,2294.02437903136,2294.70430244657
46,immediate,4,snake,skin,,1,2295.2987468189,skin,2296.08826479529,2296.57619435853
