subject,group,list,cue,target,practice,test,onset,response,firstPress,lastPress
83,immediate,1,cup,hospital,T,1,109909.304851133,sting,109910.647605252,109911.207555604
83,immediate,1,sword,gate,S,1,109911.754355473,gate,109912.935495409,109913.319448058
83,immediate,1,chart,robin,,1,109913.704213576,,NaN,NaN
83,immediate,1,babe,cent,,1,109921.736952596,cent,109923.446850217,109923.918812735
83,immediate,1,thread,ticket,,1,109924.503405718,ticket,109927.086652472,109928.382563558
83,immediate,1,brat,thunder,S,1,109928.603104537,thunder,109929.846488546,109930.862438039
83,immediate,1,shirt,cape,,1,109931.002957478,cape,109932.814310957,109933.366291091
83,immediate,1,cross,peanut,T,1,109933.602734173,peanut,109934.862193846,109935.990156229
83,immediate,1,clock,dove,,1,109936.502528556,dove,109941.245816578,109941.669788449
83,immediate,1,telephone,pool,,1,109942.035450495,pool,109943.093727418,109943.637666098
83,immediate,2,thorn,hat,T,1,110127.655401306,hat,110128.746835909,110129.114792883
83,immediate,2,band,steak,,1,110129.604917418,steak,110130.714714464,110131.626660827
83,immediate,2,storm,coach,,1,110131.921419167,coach,110134.03452534,110135.106432077
83,immediate,2,fly,hook,,1,110135.487817232,hook,110136.882351663,110137.490308359
83,immediate,2,bucket,market,S,1,110137.804325923,market,110138.906245718,110139.642204036
83,immediate,2,jeep,chair,,1,110140.104158278,chair,110141.682093766,110142.306017462
83,immediate,2,cereal,college,,1,110142.587304457,college,110143.833941752,110144.753886708
83,immediate,2,meal,kiss,S,1,110145.120438291,kiss,110146.545853283,110147.009738125
83,immediate,2,dentist,bolt,,1,110147.186961018,bolt,110148.769655094,110149.40160153
83,immediate,2,spoon,essay,T,1,110149.620131617,essay,110151.625483933,110152.401434006
83,immediate,3,tobacco,pudding,,1,110338.823132379,pudding,110342.206347922,110343.310303662
83,immediate,3,fountain,record,T,1,110343.839118697,,NaN,NaN
83,immediate,3,cigar,brain,S,1,110351.871851681,brain,110352.893733334,110353.61361448
83,immediate,3,ditch,cane,,1,110353.905041658,cane,110357.213464523,110357.693380659
83,immediate,3,bracelet,suit,,1,110357.888077362,suit,110360.78125017,110361.165188632
83,immediate,3,thumb,orchestra,T,1,110361.45449565,orchestra,110363.317087026,110364.916998042
