sub_num,list,practice,target,study_order,final_order,final_onset,final_FP,final_LP,final_resp,final_score
26,0,C,whip,1,NaN,262869.303651473,262875.974782291,262876.262765967,ski,NaN
26,0,C,necklace,2,NaN,262876.769930665,262877.022736507,262877.382715498,snow,NaN
26,0,C,snow,3,NaN,262878.036529818,262878.278671017,262884.094414276,lieutenant,NaN
26,0,C,hair,4,NaN,262884.436200199,262888.862245881,262890.02216903,necklace,NaN
26,0,C,ski,5,NaN,262890.8025624,262893.734010885,262894.205976921,leaf,NaN
26,0,C,judge,6,NaN,262894.435637853,NaN,262901.809658578,,NaN
26,0,C,hammer,7,NaN,262901.818639806,NaN,262902.513715434,,NaN
26,0,C,lieutenant,8,NaN,262902.535274426,NaN,262903.081656912,,NaN
26,0,C,leaf,9,NaN,262903.1018606,262906.701405411,262907.389363128,hammer,NaN
26,0,C,mustard,10,NaN,262907.684985406,NaN,262926.256221268,,NaN
26,0,C,earth,11,NaN,262926.26738698,NaN,262959.396917815,,NaN
26,0,C,golf,12,NaN,0,0,0,,NaN
26,0,C,page,13,NaN,0,0,0,,NaN
26,0,C,steak,14,NaN,0,0,0,,NaN
26,0,C,photograph,15,NaN,0,0,0,,NaN
26,1,T,bishop,16,NaN,263172.421556275,263173.9616126,263174.857609775,cream,NaN
26,1,T,janitor,17,NaN,263175.154758204,263175.289581969,263175.809545083,wire,NaN
26,1,T,turtle,18,NaN,263176.454692702,263176.78550519,263177.689442212,bishop,NaN
26,1,T,elephant,19,NaN,263178.204605015,263178.345449771,263180.209364879,elephant,NaN
26,1,T,heel,20,NaN,263180.621138818,263180.673346695,263181.769279878,turtle],NaN
26,1,T,wire,21,NaN,263181.887754874,263182.937252748,263183.641190977,turtle,NaN
26,1,T,cream,22,NaN,263183.9209891,263184.097211213,263184.91315973,morgue,NaN
26,1,T,bean,23,NaN,263185.33758116,263185.569085185,263186.025097271,frog,NaN
26,1,T,palace,24,NaN,263186.904163107,263188.049022762,263189.352954049,janitor,NaN
26,1,T,star,25,NaN,263190.037337869,NaN,263262.438965743,,NaN
26,1,T,thumb,26,NaN,0,0,0,,NaN
26,1,T,frog,27,NaN,0,0,0,,NaN
26,1,T,squirrel,28,NaN,0,0,0,,NaN
26,1,T,morgue,29,NaN,0,0,0,,NaN
26,1,T,key,30,NaN,0,0,0,,NaN
26,2,S,dust,31,NaN,263441.307918718,263441.597844191,263442.965774199,sponge,NaN
26,2,S,throne,32,NaN,263443.174543528,263443.285762366,263444.085695959,throne,NaN
26,2,S,station,33,NaN,263444.374462633,263444.901686735,263445.373664241,dust,NaN
26,2,S,sponge,34,NaN,263445.774412224,263445.941615076,263446.965591881,medicine,NaN
26,2,S,officer,35,NaN,263447.290995831,NaN,263447.417618348,,NaN
26,2,S,copper,36,NaN,263447.42430552,263447.685565258,263448.213555152,flag,NaN
26,2,S,medicine,37,NaN,263449.090903466,263450.061483409,263450.965388737,officer,NaN
26,2,S,duck,38,NaN,263451.174118222,263451.549365663,263452.605321002,station,NaN
26,2,S,flag,39,NaN,263452.974045779,263453.4293129,263454.285272163,dust,NaN
26,2,S,hill,40,NaN,263455.173935905,263458.389106556,263459.26905168,copper,NaN
26,2,S,butcher,41,NaN,263459.557062522,263461.596954339,263462.596895479,butcher,NaN
26,2,S,port,42,NaN,263462.890207401,263464.348811468,263464.820763921,port,NaN
26,2,S,racket,43,NaN,263465.206758711,263483.420001147,263483.891966579,seat,NaN
26,2,S,seat,44,NaN,263484.355795056,263506.043014751,263506.906948876,flag,NaN
26,2,S,nail,45,NaN,263507.337984732,NaN,263531.339334301,,NaN
26,3,T,whale,46,NaN,263740.176197361,263742.30461075,263743.120520932,island\,NaN
26,3,T,button,47,NaN,263743.226069528,263744.984415212,263745.552409815,island,NaN
26,3,T,fort,48,NaN,263745.975943506,263746.552414343,263747.616333676,pumpkin,NaN
26,3,T,pumpkin,49,NaN,263748.025844047,263748.90426634,263749.488248096,whale,NaN
26,3,T,island,50,NaN,263750.075716213,263750.3122246,263751.144184418,thread,NaN
26,3,T,thread,51,NaN,263751.708980624,263752.680091823,263754.400039542,mattress,NaN
26,3,T,telephone,52,NaN,263755.242119768,263755.591978653,263756.247899581,button,NaN
26,3,T,hood,53,NaN,263756.592048079,263757.327921374,263757.711834611,hood,NaN
26,3,T,beer,54,NaN,263757.992015781,263758.799866281,263759.303837714,badge,NaN
26,3,T,hostage,55,NaN,263759.84189489,263761.359732984,263761.975698706,shell,NaN
26,3,T,chair,56,NaN,263762.341784111,263767.431465992,263767.94340957,chair,NaN
26,3,T,shell,57,NaN,263768.391470942,263770.055328397,263770.487302704,beer,NaN
26,3,T,mattress,58,NaN,263770.791353523,263773.015190874,263773.41519661,fort,NaN
26,3,T,badge,59,NaN,263773.791199278,NaN,263830.193381046,,NaN
26,3,T,goat,60,NaN,0,0,0,,NaN
26,4,S,church,61,NaN,264009.829305958,264010.204818121,264010.500721118,bat,NaN
26,4,S,wind,62,NaN,264010.829235325,264011.084711326,264011.852654615,highway,NaN
26,4,S,milk,63,NaN,264012.212522526,264012.412639039,264013.076625384,machine,NaN
26,4,S,board,64,NaN,264013.345805048,264013.516589947,264015.644517056,beast,NaN
26,4,S,pony,65,NaN,264015.912323305,264016.172490952,264016.756462747,globe,NaN
26,4,S,cane,66,NaN,264017.028928948,264017.172440543,264017.716415478,light,NaN
26,4,S,bat,67,NaN,264018.078879293,264018.116402498,264018.716363258,wind,NaN
26,4,S,highway,68,NaN,264019.012176908,264019.212328134,264019.828316193,church,NaN
26,4,S,machine,69,NaN,264020.262053602,264020.564282459,264021.156264432,milk,NaN
26,4,S,paper,70,NaN,264021.528711012,264021.732245669,264023.332141833,partner,NaN
26,4,S,beast,71,NaN,264023.628611402,264026.924034459,264027.195950086,wind,NaN
26,4,S,card,72,NaN,264027.528416407,264035.371666601,264036.019596669,highway,NaN
26,4,S,partner,73,NaN,264036.377969821,264048.971055356,264049.506995059,paper,NaN
26,4,S,globe,74,NaN,264049.893949428,NaN,264099.89580218,,NaN
26,4,S,light,75,NaN,0,0,0,,NaN
26,5,T,vodka,76,NaN,264309.130848106,264310.775510654,264311.383464688,camel,NaN
26,5,T,steel,77,NaN,264312.497388097,264312.775414062,264313.263379325,meat,NaN
26,5,T,deer,78,NaN,264313.497326218,264314.103342982,264317.007220842,hockey,NaN
26,5,T,fuel,79,NaN,264317.347098774,264317.455200715,264318.967138558,television,NaN
26,5,T,wedding,80,NaN,264319.280361374,264321.7990371,264322.782953355,bourbon,NaN
